Target(Class),Acc_Mag,Gyro_Mag,AccX_Mean,AccX_Std,AccX_Max,AccX_Min,AccY_Mean,AccY_Std,AccY_Max,AccY_Min,AccZ_Mean,AccZ_Std,AccZ_Max,AccZ_Min,GyroX_Mean,GyroX_Std,GyroX_Max,GyroX_Min,GyroY_Mean,GyroY_Std,GyroY_Max,GyroY_Min,GyroZ_Mean,GyroZ_Std,GyroZ_Max,GyroZ_Min,Acc_Mag_Mean,Acc_Mag_Std,Acc_Mag_Max,Acc_Mag_Min,Gyro_Mag_Mean,Gyro_Mag_Std,Gyro_Mag_Max,Gyro_Mag_Min
1,0.9980773025323698,8.923589026646457,0.3436550564236111,0.13358851400923885,0.577392578125,0.158935546875,-0.16434733072916666,0.07395331332266107,-0.072509765625,-0.29736328125,-0.9528130425347222,0.05505190735327674,-0.851318359375,-1.05224609375,-0.055131467345207796,1.3106713067416813,3.3511450381679393,-1.5038167938931295,4.032654792196777,2.137452378636042,8.725190839694656,0.4045801526717557,0.27862595419847325,1.074298166330219,1.946564885496183,-2.221374045801527,1.0372152932943852,0.04633911806779872,1.1194672964906747,0.9772051413334069,4.448768254364655,1.946602033361751,8.923589026646457,1.6421442461228235
1,1.0306379062267823,4.5657406842742985,0.3433973524305556,0.13396228659166234,0.577392578125,0.157958984375,-0.16316731770833334,0.07542055809470372,-0.0654296875,-0.29736328125,-0.9554172092013888,0.05696235195316963,-0.851318359375,-1.05224609375,-0.037743850720949955,1.3005080170371803,3.3511450381679393,-1.5038167938931295,4.074639525021205,2.1378448381587747,8.725190839694656,0.4045801526717557,0.2782018659881255,1.0740715153010822,1.946564885496183,-2.221374045801527,1.0396487170869146,0.04465749695736643,1.1194672964906747,0.9772051413334069,4.485943940938712,1.9418199977023367,8.923589026646457,1.6421442461228235
1,1.003136900358825,4.510727005722711,0.34228515625,0.13550991052909006,0.577392578125,0.15576171875,-0.16215006510416666,0.07643100625183814,-0.0654296875,-0.29736328125,-0.9539930555555556,0.055740491189362765,-0.851318359375,-1.05224609375,-0.028837998303647153,1.294731137219021,3.3511450381679393,-1.5038167938931295,4.065733672603901,2.136150345471928,8.725190839694656,0.4045801526717557,0.2769296013570822,1.073390210603769,1.946564885496183,-2.221374045801527,1.037977057257152,0.045467852895648184,1.1194672964906747,0.9772051413334069,4.475500587413893,1.9411137818215776,8.923589026646457,1.6421442461228235
1,1.1275879709726675,5.715788717400782,0.3441569010416667,0.135456936517396,0.577392578125,0.15576171875,-0.16468641493055555,0.07642361899168962,-0.0654296875,-0.29736328125,-0.9618733723958334,0.05931019804598311,-0.851318359375,-1.053466796875,-0.10517387616624257,1.28431117648402,3.3511450381679393,-1.5038167938931295,4.14334181509754,2.1577143923296433,8.725190839694656,0.4045801526717557,0.3486005089058523,1.1365770308379088,1.946564885496183,-2.221374045801527,1.0463316589037774,0.047418684238663696,1.1275879709726675,0.9869433910693387,4.56587479492186,1.9598415914165859,8.923589026646457,1.6421442461228235
1,0.9768191496246661,2.5848685391116604,0.34619140625,0.13787427848874106,0.577392578125,0.15576171875,-0.16227213541666666,0.07501927483404404,-0.0654296875,-0.29736328125,-0.9547390407986112,0.06937704383945022,-0.808349609375,-1.053466796875,-0.14546225614927902,1.2810319827713936,3.3511450381679393,-1.5038167938931295,4.0301102629346905,2.1875641002699533,8.725190839694656,0.4045801526717557,0.3837998303647158,1.1266531985236667,1.946564885496183,-2.221374045801527,1.0407747892528743,0.049450080627692065,1.1275879709726675,0.9768191496246661,4.4548034805520835,2.014632249859052,8.923589026646457,1.6421442461228235
1,1.2667843488979098,9.486489001406214,0.3582763671875,0.15388708738562532,0.6435546875,0.15576171875,-0.16015625,0.0727866212562767,-0.0654296875,-0.29736328125,-0.9613715277777778,0.07443906394065973,-0.808349609375,-1.069580078125,-0.2582697201017812,1.01725634077571,1.770992366412214,-1.5038167938931295,4.3922815945716716,2.474314922071838,9.213740458015268,0.4045801526717557,0.4915182357930449,1.1688795848343676,1.946564885496183,-2.221374045801527,1.0516051302839116,0.07258841660045035,1.2667843488979098,0.9768191496246661,4.7428592926420094,2.3364051629958054,9.486489001406214,1.6421442461228235
1,1.0952380548229368,7.024862819183257,0.3538818359375,0.15424469884389191,0.6435546875,0.15576171875,-0.16328938802083334,0.0731538247037782,-0.0654296875,-0.29736328125,-0.9676784939236112,0.0755004352312992,-0.808349609375,-1.069580078125,-0.38083121289228167,1.276113621010685,1.770992366412214,-3.709923664122138,4.537319762510602,2.4757884753413895,9.213740458015268,0.4045801526717557,0.5046649703138253,1.1443730709875202,1.946564885496183,-2.221374045801527,1.0565319883519853,0.07236008070738104,1.2667843488979098,0.9768191496246661,4.916974638033049,2.3854366466576296,9.486489001406214,1.6421442461228235
1,0.9735970906674933,7.434017192566176,0.3572319878472222,0.15605954299639155,0.6435546875,0.15576171875,-0.1582709418402778,0.06932151438638079,-0.0654296875,-0.29736328125,-0.9663628472222222,0.0776168252686094,-0.808349609375,-1.069580078125,-0.7726887192536049,1.7172220509221465,1.770992366412214,-5.694656488549619,4.318066157760814,2.247307561744698,9.213740458015268,0.4045801526717557,0.556403731976251,1.094883890886987,1.946564885496183,-2.221374045801527,1.0557905272185493,0.0731788342827855,1.2667843488979098,0.9735970906674933,4.8365896487027475,2.2653574034647814,9.486489001406214,1.6421442461228235
1,0.9915034421590746,4.804256557214328,0.3522677951388889,0.157818003752106,0.6435546875,0.15576171875,-0.1597357855902778,0.06842934013714799,-0.0654296875,-0.29736328125,-0.9651557074652778,0.07772630296363318,-0.808349609375,-1.069580078125,-0.6060220525869382,1.8272897360101055,1.916030534351145,-5.694656488549619,4.332909245122986,2.2467128406277,9.213740458015268,0.4045801526717557,0.5619168787107718,1.0888130837325716,1.946564885496183,-2.221374045801527,1.0533404331527612,0.07461853434097082,1.2667843488979098,0.9735970906674933,4.8649711639137445,2.2613482498021047,9.486489001406214,1.6421442461228235
1,0.8739649577262961,8.734762636563994,0.3412950303819444,0.16979910979791477,0.6435546875,0.0791015625,-0.1457248263888889,0.07289294650437339,-0.00537109375,-0.29736328125,-0.9574924045138888,0.07998927651477819,-0.808349609375,-1.069580078125,-0.4635284139100933,1.9757175053548437,2.618320610687023,-5.694656488549619,4.507633587786259,2.423866532814889,9.213740458015268,0.4045801526717557,0.6123833757421544,0.9663884336108686,1.946564885496183,-1.419847328244275,1.0420711099795466,0.08540332997234862,1.2667843488979098,0.8739649577262961,5.041994509874679,2.4359688183742603,9.486489001406214,1.6421442461228235
